date,year,julian_day,latitude,longitude,temperature_mean_c,temperature_min_c,temperature_max_c,dewpoint_mean_c,wind_speed_mean_ms,surface_pressure_mean_pa,precipitation_total_mm,temperature_mean_c_zscore,temperature_min_c_zscore,temperature_max_c_zscore,dewpoint_mean_c_zscore,wind_speed_mean_ms_zscore,surface_pressure_mean_pa_zscore,precipitation_total_mm_zscore,physical_anomaly_score,anomaly_class
2025-02-03,2025,34,13.05,80.25,25.50123,22.53595,29.004456,21.381277,1.3398504,101160.81,0.034332275,-0.8856975569883667,-1.462531881657935,0.6554770594398605,0.06893310089392113,-2.1088107734194255,-0.5258086715696917,-0.27027206851479446,1.0793163,MODERATE
2025-02-13,2025,44,13.05,80.25,25.065546,21.950745,29.21988,21.489634,2.1171477,101180.63,0.06580353,-1.051111212260259,-0.75101803108992,-0.022458878687510585,0.477692287895074,-0.78448344792156,-0.46677486078175917,0.2559457550783618,0.63204414,MILD
2025-02-18,2025,49,13.05,80.25,26.32219,23.594696,29.585663,22.200022,2.2168295,101229.336,0.008583069,-0.14486953749279172,-0.9024383195478675,0.4757007521128803,1.2776126030881618,-0.9798328067772302,0.2905299173440344,-0.36418595287728905,0.7436472,MILD
2025-02-23,2025,54,13.05,80.25,27.055185,24.67096,30.486969,22.755882,2.0843089,101312.27,0.0,0.010612074857227437,0.02884776145024111,0.8604540538898201,0.0886973299316691,-1.283593774504187,0.6287314027917769,-0.7952674277103706,0.69944465,MILD
