date,year,julian_day,latitude,longitude,twin_state_000,twin_state_001,twin_state_002,twin_state_003,twin_state_004,twin_state_005,twin_state_006,twin_state_007,twin_state_008,twin_state_009,twin_state_010,twin_state_011,twin_state_012,twin_state_013,twin_state_014,twin_state_015,twin_state_016,twin_state_017,twin_state_018,twin_state_019,twin_state_020,twin_state_021,twin_state_022,twin_state_023,twin_state_024,twin_state_025,twin_state_026,twin_state_027,twin_state_028,twin_state_029,twin_state_030,twin_state_031,twin_state_032,twin_state_033,twin_state_034,twin_state_035,twin_state_036,twin_state_037,twin_state_038,twin_state_039,twin_state_040,twin_state_041,twin_state_042,twin_state_043,twin_state_044,twin_state_045,twin_state_046,twin_state_047,twin_state_048,twin_state_049,twin_state_050,twin_state_051,twin_state_052,twin_state_053,twin_state_054,twin_state_055,twin_state_056,twin_state_057,twin_state_058,twin_state_059,twin_state_060,twin_state_061,twin_state_062,twin_state_063,twin_state_064,twin_state_065,twin_state_066,twin_state_067,twin_state_068,twin_state_069,twin_state_070,twin_state_071,twin_state_072,twin_state_073,twin_state_074,twin_state_075,twin_state_076,twin_state_077,twin_state_078,twin_state_079,twin_state_080,twin_state_081,twin_state_082,twin_state_083,twin_state_084,twin_state_085,twin_state_086,twin_state_087,twin_state_088,twin_state_089,twin_state_090,twin_state_091,twin_state_092,twin_state_093,twin_state_094,twin_state_095,twin_state_096,twin_state_097,twin_state_098,twin_state_099,twin_state_100,twin_state_101,twin_state_102,twin_state_103,twin_state_104,twin_state_105,twin_state_106,twin_state_107,twin_state_108,twin_state_109,twin_state_110,twin_state_111,twin_state_112,twin_state_113,twin_state_114,twin_state_115,twin_state_116,twin_state_117,twin_state_118,twin_state_119,twin_state_120,twin_state_121,twin_state_122,twin_state_123,twin_state_124,twin_state_125,twin_state_126,twin_state_127,state_anomaly_score
2025-02-03,2025,34,13.050023105491404,80.24994113799862,-4.3173947,5.074475,3.7158916,2.2312233e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.628764
2025-02-13,2025,44,13.050023105491404,80.24994113799862,-7.392375,3.8805249,-3.9193404,1.7332455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.223173
2025-02-18,2025,49,13.050023105491404,80.24994113799862,22.160128,-1.3182311,-0.3313091,3.6787208e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.201775
2025-02-23,2025,54,13.050023105491404,80.24994113799862,-10.450357,-7.6367693,0.5347592,-1.972935e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.954389
